epoch_index,timestamp_start,timestamp_end,predicted_stage,confidence,prob_Wake,prob_REM,prob_Light,prob_Deep
374,11220.0,11249.6,Wake,0.58,0.58,0.14,0.14,0.14
375,11250.0,11279.6,Wake,0.58,0.58,0.14,0.14,0.14
376,11280.0,11309.6,Wake,0.58,0.58,0.14,0.14,0.14
377,11310.0,11339.6,Wake,0.58,0.58,0.14,0.14,0.14
378,11340.0,11369.6,Wake,0.58,0.58,0.14,0.14,0.14
379,11370.0,11399.6,Wake,0.58,0.58,0.14,0.14,0.14
380,11400.0,11429.6,Wake,0.58,0.58,0.14,0.14,0.14
381,11430.0,11459.6,Wake,0.58,0.58,0.14,0.14,0.14
382,11460.0,11489.6,Wake,0.58,0.58,0.14,0.14,0.14
383,11490.0,11519.6,Wake,0.58,0.58,0.14,0.14,0.14
384,11520.0,11549.6,Wake,0.58,0.58,0.14,0.14,0.14
385,11550.0,11579.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
386,11580.0,11609.6,Wake,0.58,0.58,0.14,0.14,0.14
387,11610.0,11639.6,Wake,0.58,0.58,0.14,0.14,0.14
388,11640.0,11669.6,Wake,0.58,0.58,0.14,0.14,0.14
389,11670.0,11699.6,Wake,0.58,0.58,0.14,0.14,0.14
390,11700.0,11729.6,Wake,0.58,0.58,0.14,0.14,0.14
391,11730.0,11759.6,Wake,0.58,0.58,0.14,0.14,0.14
392,11760.0,11789.6,Wake,0.58,0.58,0.14,0.14,0.14
393,11790.0,11819.6,Wake,0.58,0.58,0.14,0.14,0.14
394,11820.0,11849.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
395,11850.0,11879.6,Light,0.65,0.1167,0.1167,0.65,0.1167
396,11880.0,11909.6,Light,0.65,0.1167,0.1167,0.65,0.1167
397,11910.0,11939.6,Light,0.65,0.1167,0.1167,0.65,0.1167
398,11940.0,11969.6,Wake,0.58,0.58,0.14,0.14,0.14
399,11970.0,11999.6,Wake,0.58,0.58,0.14,0.14,0.14
400,12000.0,12029.6,Wake,0.58,0.58,0.14,0.14,0.14
401,12030.0,12059.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
402,12060.0,12089.6,Light,0.65,0.1167,0.1167,0.65,0.1167
403,12090.0,12119.6,Light,0.65,0.1167,0.1167,0.65,0.1167
404,12120.0,12149.6,Wake,0.58,0.58,0.14,0.14,0.14
405,12150.0,12179.6,Wake,0.58,0.58,0.14,0.14,0.14
406,12180.0,12209.6,Wake,0.58,0.58,0.14,0.14,0.14
407,12210.0,12239.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
408,12240.0,12269.6,Light,0.65,0.1167,0.1167,0.65,0.1167
409,12270.0,12299.6,Wake,0.58,0.58,0.14,0.14,0.14
410,12300.0,12329.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
411,12330.0,12359.6,Light,0.65,0.1167,0.1167,0.65,0.1167
412,12360.0,12389.6,Light,0.65,0.1167,0.1167,0.65,0.1167
413,12390.0,12419.6,Light,0.65,0.1167,0.1167,0.65,0.1167
414,12420.0,12449.6,Wake,0.58,0.58,0.14,0.14,0.14
415,12450.0,12479.6,Wake,0.58,0.58,0.14,0.14,0.14
416,12480.0,12509.6,Wake,0.58,0.58,0.14,0.14,0.14
417,12510.0,12539.6,Wake,0.58,0.58,0.14,0.14,0.14
418,12540.0,12569.6,Wake,0.58,0.58,0.14,0.14,0.14
419,12570.0,12599.6,Wake,0.58,0.58,0.14,0.14,0.14
420,12600.0,12629.6,Wake,0.58,0.58,0.14,0.14,0.14
421,12630.0,12659.6,Wake,0.58,0.58,0.14,0.14,0.14
422,12660.0,12689.6,Wake,0.58,0.58,0.14,0.14,0.14
423,12690.0,12719.6,Wake,0.58,0.58,0.14,0.14,0.14
424,12720.0,12749.6,Wake,0.58,0.58,0.14,0.14,0.14
425,12750.0,12779.6,Wake,0.58,0.58,0.14,0.14,0.14
426,12780.0,12809.6,Wake,0.58,0.58,0.14,0.14,0.14
427,12810.0,12839.6,Wake,0.58,0.58,0.14,0.14,0.14
428,12840.0,12869.6,Wake,0.58,0.58,0.14,0.14,0.14
429,12870.0,12899.6,Wake,0.58,0.58,0.14,0.14,0.14
430,12900.0,12929.6,Wake,0.58,0.58,0.14,0.14,0.14
431,12930.0,12959.6,Wake,0.58,0.58,0.14,0.14,0.14
432,12960.0,12989.6,Wake,0.58,0.58,0.14,0.14,0.14
433,12990.0,13019.6,Wake,0.58,0.58,0.14,0.14,0.14
434,13020.0,13049.6,Wake,0.58,0.58,0.14,0.14,0.14
435,13050.0,13079.6,Wake,0.58,0.58,0.14,0.14,0.14
436,13080.0,13109.6,Wake,0.58,0.58,0.14,0.14,0.14
437,13110.0,13139.6,Wake,0.58,0.58,0.14,0.14,0.14
438,13140.0,13169.6,Wake,0.58,0.58,0.14,0.14,0.14
439,13170.0,13199.6,Wake,0.58,0.58,0.14,0.14,0.14
440,13200.0,13229.6,Wake,0.58,0.58,0.14,0.14,0.14
441,13230.0,13259.6,Wake,0.58,0.58,0.14,0.14,0.14
442,13260.0,13289.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
443,13290.0,13319.6,Wake,0.58,0.58,0.14,0.14,0.14
444,13320.0,13349.6,Wake,0.58,0.58,0.14,0.14,0.14
445,13350.0,13379.6,Wake,0.58,0.58,0.14,0.14,0.14
446,13380.0,13409.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
447,13410.0,13439.6,Wake,0.58,0.58,0.14,0.14,0.14
448,13440.0,13469.6,Wake,0.58,0.58,0.14,0.14,0.14
449,13470.0,13499.6,Wake,0.58,0.58,0.14,0.14,0.14
450,13500.0,13529.6,Wake,0.58,0.58,0.14,0.14,0.14
451,13530.0,13559.6,Wake,0.58,0.58,0.14,0.14,0.14
452,13560.0,13589.6,Wake,0.58,0.58,0.14,0.14,0.14
453,13590.0,13619.6,Wake,0.58,0.58,0.14,0.14,0.14
454,13620.0,13649.6,Wake,0.58,0.58,0.14,0.14,0.14
455,13650.0,13679.6,Wake,0.58,0.58,0.14,0.14,0.14
456,13680.0,13709.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
457,13710.0,13739.6,Wake,0.58,0.58,0.14,0.14,0.14
458,13740.0,13769.6,Wake,0.58,0.58,0.14,0.14,0.14
459,13770.0,13799.6,Wake,0.58,0.58,0.14,0.14,0.14
460,13800.0,13829.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
461,13830.0,13859.6,Wake,0.58,0.58,0.14,0.14,0.14
462,13860.0,13889.6,Wake,0.58,0.58,0.14,0.14,0.14
463,13890.0,13919.6,Wake,0.58,0.58,0.14,0.14,0.14
464,13920.0,13949.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
465,13950.0,13979.6,Wake,0.58,0.58,0.14,0.14,0.14
466,13980.0,14009.6,Wake,0.58,0.58,0.14,0.14,0.14
467,14010.0,14039.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
468,14040.0,14069.6,Light,0.65,0.1167,0.1167,0.65,0.1167
469,14070.0,14099.6,Light,0.65,0.1167,0.1167,0.65,0.1167
470,14100.0,14129.6,Wake,0.58,0.58,0.14,0.14,0.14
471,14130.0,14159.6,Wake,0.58,0.58,0.14,0.14,0.14
472,14160.0,14189.6,Wake,0.58,0.58,0.14,0.14,0.14
473,14190.0,14219.6,Wake,0.58,0.58,0.14,0.14,0.14
474,14220.0,14249.6,Wake,0.58,0.58,0.14,0.14,0.14
475,14250.0,14279.6,Wake,0.58,0.58,0.14,0.14,0.14
476,14280.0,14309.6,Wake,0.58,0.58,0.14,0.14,0.14
477,14310.0,14339.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
478,14340.0,14369.6,Light,0.65,0.1167,0.1167,0.65,0.1167
479,14370.0,14399.6,Wake,0.58,0.58,0.14,0.14,0.14
480,14400.0,14429.6,Wake,0.58,0.58,0.14,0.14,0.14
481,14430.0,14459.6,Wake,0.58,0.58,0.14,0.14,0.14
482,14460.0,14489.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
483,14490.0,14519.6,Light,0.65,0.1167,0.1167,0.65,0.1167
484,14520.0,14549.6,Light,0.65,0.1167,0.1167,0.65,0.1167
485,14550.0,14579.6,Wake,0.58,0.58,0.14,0.14,0.14
486,14580.0,14609.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
487,14610.0,14639.6,Light,0.65,0.1167,0.1167,0.65,0.1167
488,14640.0,14669.6,Wake,0.58,0.58,0.14,0.14,0.14
489,14670.0,14699.6,Wake,0.58,0.58,0.14,0.14,0.14
490,14700.0,14729.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
491,14730.0,14759.6,Light,0.65,0.1167,0.1167,0.65,0.1167
492,14760.0,14789.6,Light,0.65,0.1167,0.1167,0.65,0.1167
493,14790.0,14819.6,Wake,0.58,0.58,0.14,0.14,0.14
494,14820.0,14849.6,Wake,0.58,0.58,0.14,0.14,0.14
495,14850.0,14879.6,Wake,0.58,0.58,0.14,0.14,0.14
496,14880.0,14909.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
497,14910.0,14939.6,Wake,0.58,0.58,0.14,0.14,0.14
498,14940.0,14969.6,Wake,0.58,0.58,0.14,0.14,0.14
499,14970.0,14999.6,Wake,0.58,0.58,0.14,0.14,0.14
500,15000.0,15029.6,Wake,0.58,0.58,0.14,0.14,0.14
501,15030.0,15059.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
502,15060.0,15089.6,Wake,0.58,0.58,0.14,0.14,0.14
503,15090.0,15119.6,Wake,0.58,0.58,0.14,0.14,0.14
504,15120.0,15149.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
505,15150.0,15179.6,Wake,0.58,0.58,0.14,0.14,0.14
506,15180.0,15209.6,Wake,0.58,0.58,0.14,0.14,0.14
507,15210.0,15239.6,Wake,0.58,0.58,0.14,0.14,0.14
508,15240.0,15269.6,Wake,0.58,0.58,0.14,0.14,0.14
509,15270.0,15299.6,Wake,0.58,0.58,0.14,0.14,0.14
510,15300.0,15329.6,Wake,0.58,0.58,0.14,0.14,0.14
511,15330.0,15359.6,Wake,0.58,0.58,0.14,0.14,0.14
512,15360.0,15389.6,Wake,0.58,0.58,0.14,0.14,0.14
513,15390.0,15419.6,Wake,0.58,0.58,0.14,0.14,0.14
514,15420.0,15449.6,Wake,0.58,0.58,0.14,0.14,0.14
515,15450.0,15479.6,Wake,0.58,0.58,0.14,0.14,0.14
516,15480.0,15509.6,Wake,0.58,0.58,0.14,0.14,0.14
517,15510.0,15539.6,Wake,0.58,0.58,0.14,0.14,0.14
518,15540.0,15569.6,Wake,0.58,0.58,0.14,0.14,0.14
519,15570.0,15599.6,Wake,0.58,0.58,0.14,0.14,0.14
520,15600.0,15629.6,Wake,0.58,0.58,0.14,0.14,0.14
521,15630.0,15659.6,Wake,0.58,0.58,0.14,0.14,0.14
522,15660.0,15689.6,Wake,0.58,0.58,0.14,0.14,0.14
523,15690.0,15719.6,Wake,0.58,0.58,0.14,0.14,0.14
524,15720.0,15749.6,Wake,0.58,0.58,0.14,0.14,0.14
525,15750.0,15779.6,Wake,0.58,0.58,0.14,0.14,0.14
526,15780.0,15809.6,Wake,0.58,0.58,0.14,0.14,0.14
527,15810.0,15839.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
528,15840.0,15869.6,Wake,0.58,0.58,0.14,0.14,0.14
529,15870.0,15899.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
530,15900.0,15929.6,Wake,0.58,0.58,0.14,0.14,0.14
531,15930.0,15959.6,Wake,0.58,0.58,0.14,0.14,0.14
532,15960.0,15989.6,Wake,0.58,0.58,0.14,0.14,0.14
533,15990.0,16019.6,Wake,0.58,0.58,0.14,0.14,0.14
534,16020.0,16049.6,Wake,0.65,0.1167,0.1167,0.65,0.1167
535,16050.0,16079.6,Wake,0.58,0.58,0.14,0.14,0.14
536,16080.0,16109.6,Wake,0.58,0.58,0.14,0.14,0.14
537,16110.0,16139.6,Wake,0.58,0.58,0.14,0.14,0.14
538,16140.0,16169.6,Wake,0.58,0.58,0.14,0.14,0.14
539,16170.0,16199.6,Wake,0.58,0.58,0.14,0.14,0.14
540,16200.0,16229.6,Wake,0.58,0.58,0.14,0.14,0.14
541,16230.0,16259.6,Wake,0.58,0.58,0.14,0.14,0.14
542,16260.0,16289.6,Wake,0.58,0.58,0.14,0.14,0.14
543,16290.0,16319.6,Wake,0.58,0.58,0.14,0.14,0.14
544,16320.0,16349.6,Wake,0.58,0.58,0.14,0.14,0.14
545,16350.0,16379.6,Wake,0.58,0.58,0.14,0.14,0.14
546,16380.0,16409.6,Wake,0.58,0.58,0.14,0.14,0.14
547,16410.0,16439.6,Wake,0.58,0.58,0.14,0.14,0.14
548,16440.0,16469.6,Wake,0.58,0.58,0.14,0.14,0.14
549,16470.0,16499.6,Wake,0.58,0.58,0.14,0.14,0.14
550,16500.0,16529.6,Wake,0.58,0.58,0.14,0.14,0.14
551,16530.0,16559.6,Wake,0.58,0.58,0.14,0.14,0.14
552,16560.0,16589.6,Wake,0.58,0.58,0.14,0.14,0.14
553,16590.0,16619.6,Wake,0.58,0.58,0.14,0.14,0.14
554,16620.0,16649.6,Wake,0.58,0.58,0.14,0.14,0.14
555,16650.0,16679.6,Wake,0.58,0.58,0.14,0.14,0.14
556,16680.0,16709.6,Wake,0.58,0.58,0.14,0.14,0.14
557,16710.0,16739.6,Wake,0.58,0.58,0.14,0.14,0.14
558,16740.0,16769.6,Wake,0.58,0.58,0.14,0.14,0.14
559,16770.0,16799.6,Wake,0.58,0.58,0.14,0.14,0.14
560,16800.0,16829.6,Wake,0.58,0.58,0.14,0.14,0.14
561,16830.0,16859.6,Wake,0.58,0.58,0.14,0.14,0.14
562,16860.0,16889.6,Wake,0.58,0.58,0.14,0.14,0.14
563,16890.0,16919.6,Wake,0.58,0.58,0.14,0.14,0.14
